Memoir, Tag Name, Attribute Name, Attribute Value, Tag Contents
gray_timothy,name,occupation,clothmaker,cloth maker,
gray_timothy,name,event,reception,to become a member,
gray_timothy,name,event,reception,received,
gray_timothy,name,event,marriage,married,
gray_timothy,name,event,death,thus he fell gently &amp; happily asleep in the ,
shoesmith_thomas_alt,name,event,baptism,baptizd,
shoesmith_thomas_alt,name,event,religious,Meetings,
shoesmith_thomas_alt,name,event,reception,reciev'd,
shoesmith_thomas_alt,name,occupation,soldier,Soldier,
shoesmith_thomas_alt,name,occupation,soldier,Soldier,
shoesmith_thomas_alt,name,event,marriage,married,
shoesmith_thomas_alt,name,event,reception,acknowledged,
darnbrook_john,name,event,birth" when-iso="1720-06-20,born,
darnbrook_john,name,emotion,sufferings,Sufferings,
darnbrook_john,name,emotion,struck me,struck me,
darnbrook_john,name,emotion,despised,despised,
darnbrook_john,name,emotion,no peace to my heart,no Peace to my Heart,
darnbrook_john,name,emotion,displeased,displeased,
darnbrook_john,name,emotion,miserable course,miserable Course,
darnbrook_john,name,event,ecclesiastical,Easter,
darnbrook_john,name,emotion,no liking,no liking,
darnbrook_john,name,event,religious,great Astonishment,
darnbrook_john,name,emotion,sufferings,Sufferings,
darnbrook_john,name,emotion,wrought much on my mind,wrought much on my Mind,
darnbrook_john,name,emotion,so overcome,so overcome,
darnbrook_john,name,emotion,great love,great Love,
darnbrook_john,name,event,ecclesiastical,Preachings,
darnbrook_john,name,emotion,enjoy,enjoy,
darnbrook_john,name,emotion,like,like,
darnbrook_john,name,emotion,weary,weary,
darnbrook_john,name,emotion,shocking,shocking,
darnbrook_john,name,emotion,heartily,heartily,
darnbrook_john,name,emotion,great confidence,great confidence,
darnbrook_john,name,emotion,very unsettled,very unsettled,
darnbrook_john,name,emotion,afraid,afraid,
darnbrook_john,name,emotion,apprehension,Apprehension,
darnbrook_john,name,emotion,good wishes,good Wishes,
darnbrook_john,name,emotion,desired,desired,
darnbrook_john,name,emotion,very friendly,very friendly,
darnbrook_john,name,emotion,gentle,gentle,
darnbrook_john,name,emotion,so laid hold of,so laid hold of,
darnbrook_john,name,emotion,gladly,gladly,
darnbrook_john,name,emotion,objections,Objections,
darnbrook_john,name,emotion,suffered,suffered,
darnbrook_john,name,emotion,hearty and friendly,hearty &amp; friendly,
darnbrook_john,name,emotion,very agreeably,very agreeably,
darnbrook_john,name,emotion,very heavy,very heavy,
darnbrook_john,name,emotion,pleasure,Pleasure,
darnbrook_john,name,emotion,ease,Ease,
darnbrook_john,name,emotion,frights,Frights,
darnbrook_john,name,emotion,distress,Distress,
darnbrook_john,name,emotion,great hopes,great Hopes,
darnbrook_john,name,emotion,hope,Hope,
darnbrook_john,name,emotion,mercy,Mercy,
darnbrook_john,name,emotion,love,Love,
darnbrook_john,name,emotion,dear,dear,
darnbrook_john,name,emotion,enjoyed,enjoyed,
darnbrook_john,name,emotion,grace,Grace,
darnbrook_john,name,emotion,longing desire,longing desire,
darnbrook_john,name,emotion,desired,desired,
darnbrook_john,name,emotion,objection,objection,
darnbrook_john,name,emotion,so melted,so melted,
darnbrook_john,name,emotion,kind,kind,
darnbrook_john,name,event,reception" when-iso="1766-01-13,Reception into the ,
darnbrook_john,name,emotion,very happy track of grace,very happy Track of Grace,
darnbrook_john,name,emotion,very pleasant,very pleasant,
darnbrook_john,name,event,religious,Provincial Synod,
darnbrook_john,name,emotion,wished,wished,
darnbrook_john,name,emotion,dear,dear,
darnbrook_john,name,event,communion" when-iso="1767-05-23,holy Sacrament,
darnbrook_john,name,emotion,real grace,real Grace,
darnbrook_john,name,event,communion,holy Sacrament,
darnbrook_john,name,emotion,sufferings,Sufterings,
darnbrook_john,name,emotion,blessing,Blessing,
darnbrook_john,name,emotion,very blessed,very blessed,
darnbrook_john,name,event,religious,enjoyed,
darnbrook_john,name,emotion,little hopes,little Hopes,
darnbrook_john,name,emotion,very weighty,very weighty,
darnbrook_john,name,emotion,pleased,pleased,
darnbrook_john,name,emotion,dear,d,
darnbrook_john,name,emotion,mercy,Mercy,
darnbrook_john,name,emotion,wept very much,wept very much,
darnbrook_john,name,emotion,comforted,comforted,
darnbrook_john,name,emotion,complained,complained,
darnbrook_john,name,emotion,blessings,Blessings,
darnbrook_john,name,event,death" when-iso="1770-02-06,sweet ,
bell_christian,name,emotion,beloved,beloved,
bell_christian,name,emotion,dear,dear,
bell_christian,name,emotion,satisfaction,Satisfaction,
bell_christian,name,emotion,grace in his heart,Grace in his Heart,
bell_christian,name,emotion,happy,happy,
bell_christian,name,emotion,very openhearted,very openhearted,
bell_christian,name,event,reception" when-iso="1754-04-16,received into the ,
bell_christian,name,event,reception" when-iso="1762-09-29,he was rec'd into the ,
bell_christian,name,emotion,wished for,wished for,
bell_christian,name,emotion,love,love,
bell_christian,name,emotion,hurt,Hurt,
bell_christian,name,emotion,temptations,Temptations,
bell_christian,name,emotion,divided heart,divided Heart,
bell_christian,name,emotion,heavy and truly unhappy,heavy &amp; truly unhappy,
bell_christian,name,emotion,compassion,compassion,
bell_christian,name,emotion,wished,wished,
bell_christian,name,emotion,faithfulness,Faithfulness,
bell_christian,name,emotion,uneasiness of mind,uneasiness of Mind,
bell_christian,name,emotion,tender,tender,
bell_christian,name,emotion,beloved,beloved,
bell_christian,name,emotion,great concern,,
bell_christian,name,emotion,confidence,Confidence,
bell_christian,name,emotion,true grace,true Grace,
bell_christian,name,emotion,distress,Distress,
bell_christian,name,emotion,wept,wept,
bell_christian,name,event,spiritual,Comfort,
bell_christian,name,emotion,very openhearted,very openhearted,
bell_christian,name,emotion,forgiveness,forgiveness,
bell_christian,name,emotion,longing,longing,
bell_christian,name,emotion,happy,happy,
bell_christian,name,emotion,blessed,blessed,
bell_christian,name,emotion,sweet feeling of grace,,
bell_christian,name,emotion,sweet feeling of grace,feeling of Grace,
charlesworth_james,name,emotion,dear,d,
charlesworth_james,name,emotion,joy,Joy,
charlesworth_james,name,emotion,dear,dr,
charlesworth_james,name,event,birth" when-iso="1721-12-16,born,
charlesworth_james,name,emotion,remorse,Remorse,
charlesworth_james,name,emotion,mercy,Mercy,
charlesworth_james,name,emotion,pleasures,Pleasures,
charlesworth_james,name,emotion,wanted,wanted,
charlesworth_james,name,emotion,dear,dear,
charlesworth_james,name,emotion,misery,Misery,
charlesworth_james,name,emotion,happy,happy,
charlesworth_james,name,emotion,peace,peace,
charlesworth_james,name,event,reception" when-iso="1742-12-08,Reced into the Cong,
charlesworth_james,name,event,confirmation" when-iso="1743-12-21,Confirmd,
charlesworth_james,name,emotion,sufferings,sufferings,
charlesworth_james,name,emotion,blessed,bless'd,
charlesworth_james,name,office,mloff000019,employd in Preaching,
charlesworth_james,name,emotion,dear,,
charlesworth_james,name,emotion,dear,d,
charlesworth_james,name,emotion,suffered,suffer'd,
charlesworth_james,name,emotion,dear,dr.,
charlesworth_james,name,emotion,wonder and astonishment,wonder &amp; astonishmt,
charlesworth_james,name,emotion,surprising,Surprising,
charlesworth_james,name,emotion,love,love,
charlesworth_james,name,emotion,dear, ,
charlesworth_james,name,emotion,heart is ashamed,heart is asham'd,
charlesworth_james,name,emotion,joy,Joy,
charlesworth_james,name,emotion,pain,pain,
charlesworth_james,name,emotion,suffered,suffer'd,
charlesworth_james,name,emotion,poor heart sincerely sighs,poor heart sincerely sighs,
charlesworth_james,name,emotion,ever dearest,ever dearest,
charlesworth_james,name,emotion,temptations,Temptations,
charlesworth_james,name,emotion,forgive,forgive,
charlesworth_james,name,emotion,dearest,dearest,
charlesworth_james,name,emotion,dear amiable,dear amiable,
charlesworth_james,name,emotion,joy,Joy,
charlesworth_james,name,event,marriage" when-iso="1754-11-19,M,
charlesworth_james,name,emotion,tender,tender,
charlesworth_james,name,emotion,grace and blessing,Grace &amp; Blessing,
charlesworth_james,name,office,mloff000018,Vorsteher (or Warden),
charlesworth_james,name,emotion,pleased,pleased,
charlesworth_james,name,emotion,much concern,much concern,
charlesworth_james,name,emotion,dear,dear,
charlesworth_james,name,office,mloff000014,Deacon,
charlesworth_james,name,event,ecclesiastical" when-iso="1756-06,Synod,
charlesworth_james,name,emotion,concerns,concerns,
charlesworth_james,name,emotion,grace,Grace,
charlesworth_james,name,emotion,wished,wish'd,
charlesworth_james,name,emotion,desire,desire,
charlesworth_james,name,emotion,esteem,esteem,
charlesworth_james,name,office,mloff000021,Deputy of this Cong,
charlesworth_james,name,event,ecclesiastical" when-iso="1764,Gen Synods,
charlesworth_james,name,emotion,sufferings,Suffrings,
charlesworth_james,name,emotion,warmth of heart,warmth of heart,
charlesworth_james,name,emotion,blessing,Blessing,
charlesworth_james,name,emotion,apprehensions,apprehensions,
charlesworth_james,name,emotion,hurtful,hurtful,
charlesworth_james,name,emotion,hopes,hopes,
charlesworth_james,name,emotion,inward grief,inward Grief,
charlesworth_james,name,emotion,concern,concern,
charlesworth_james,name,emotion,concern,concern,
charlesworth_james,name,emotion,pain,pain,
charlesworth_james,name,emotion,apprehensions,apprehensions,
charlesworth_james,name,emotion,desire,desire,
charlesworth_james,name,emotion,earnestly,earnestly,
charlesworth_james,name,emotion,dear,D,
charlesworth_james,name,emotion,pain,pain,
charlesworth_james,name,emotion,paternal heart,paternal heart,
charlesworth_james,name,emotion,tender and loving,tender &amp; loving,
charlesworth_james,name,emotion,hope,hope,
charlesworth_james,name,emotion,hopes,hopes,
charlesworth_james,name,emotion,gracious,gracious,
charlesworth_james,name,emotion,pain,pain,
charlesworth_james,name,emotion,dear,dear,
charlesworth_james,name,emotion,ardently,ardently,
charlesworth_james,name,emotion,happy,happy,
charlesworth_james,name,emotion,longing,longing,
charlesworth_james,name,emotion,ardent longing,ardent Longing,
charlesworth_james,name,emotion,enamored,enamour'd,
charlesworth_james,name,emotion,dear,d,
charlesworth_james,name,emotion,comfortable,comfortable,
charlesworth_james,name,emotion,disappointed,disappointed,
charlesworth_james,name,emotion,earnest manner,earnest manner,
charlesworth_james,name,emotion,pain,pain,
charlesworth_james,name,event,spiritual,his ,
charlesworth_james,name,emotion,happy,happy,
charlesworth_james,name,emotion,blessing,Blessing,
charlesworth_james,name,emotion,blessed,blessed,
charlesworth_james,name,event,spiritual,very happy Sensation,
charlesworth_james,name,emotion,tears,Tears,
charlesworth_james,name,event,death" when-iso="1770-07-30,He has finish'd his course in a ,
woodhouse_margaret_mary,name,event,baptism,baptiz'd,
woodhouse_margaret_mary,name,occupation,tradesman,Trademans,
woodhouse_margaret_mary,name,occupation,housekeeper,House-keepers,
woodhouse_margaret_mary,name,occupation,house maid,House maids,
woodhouse_margaret_mary,name,occupation,physician,Physicians,
woodhouse_margaret_mary,name,occupation,doctor,Doctor,
woodhouse_margaret_mary,name,occupation,house keeper,House Keepers,
woodhouse_margaret_mary,name,occupation,servant,Servants,
woodhouse_margaret_mary,name,occupation,servant,Servants,
woodhouse_margaret_mary,name,occupation,house keeper,House keepers,
woodhouse_margaret_mary,name,occupation,confectioner,Confectioners,
woodhouse_margaret_mary,name,occupation,servant,Servant,
woodhouse_margaret_mary,name,event,sacrament,Holy Sacrament,
woodhouse_margaret_mary,name,event,communion,Holy Com,
woodhouse_margaret_mary,name,office,minister,Ministers,
woodhouse_margaret_mary,name,event,sacrament,Holy Sacrament,
woodhouse_margaret_mary,name,occupation,labouress,Labouress,
bentham_john,name,event,baptism" when-iso="1713,baptised,
bentham_john,name,emotion,no concern on my mind about my salvation,no Concern on my Mind about my Salvation,
bentham_john,name,emotion,hurtful entanglements,hurtful Entanglements,
bentham_john,name,event,marriage,marrying,
bentham_john,name,emotion,wretched course,wretched Course,
bentham_john,name,emotion,love,Love,
bentham_john,name,emotion,rest or satisfaction,Rest or Satisfaction,
bentham_john,name,event,reception,rec'd,
bentham_john,name,emotion,blessed season to my poor heart,blessed Season to my poor Heart,
bentham_john,name,emotion,shameful,shameful,
bentham_john,name,event,reception,feel that He had pardoned our many &amp; heinous Transgressions,
bentham_john,name,emotion,sense of my sweet Savior's love,Sense of my sweet ,
bentham_john,name,emotion,enjoyment,enjoyed,
bentham_john,name,emotion,eternally sing of his love and mercy and faithfullness,eternally sing of his Love &amp; Mercy &amp; Faithfullness,
bentham_john,name,emotion,cheerful in his heart,chearful in his Heart,
morgan_john,name,event,death" when-iso="1761-05-09,Departed,
morgan_john,name,event,birth" when-iso="1743-05-26,born,
morgan_john,name,event,reception" when-iso="1797-01-09, receiv'd,
morgan_john,name,event,communion,holy Communion,
bell_christian-alt,name,occupation,baker,Merchant Business,
bell_christian-alt,name,event,reception,received,
oates_mary,name,event,religious,Children&apos;s meetings,
oates_mary,name,event,communion,H Comn.,
oates_mary,name,event,communion,H. Com,
von_larisch_charles,name,event,birth,born,
von_larisch_charles,name,event,sacrament,Sacrament,
von_larisch_charles,name,office,servant,Servants office,
von_larisch_charles,name,event,marriage,Married,
von_larisch_charles,name,occupation,maid,Maid,
von_larisch_charles,name,event,death,rest,
marychurch_ann,name,event,birth" when-iso="1804-09-24,born,
marychurch_ann,name,event,baptism,baptized,
marychurch_ann,name,event,confirmation" when-iso="1821,confirmed,
marychurch_ann,name,office,#mloff000002,minister,
marychurch_ann,name,event,reception" when-iso="1822,received,
marychurch_ann,name,event,communion,Holy Comnmunion,
stead_ann,name,emotion,careless manner,careless manner,
stead_ann,name,emotion,gay,gay,
stead_ann,name,event,religious,B,
stead_ann,name,emotion,tenderness,tenderly,
stead_ann,name,emotion,not satisfied,not satisfied,
stead_ann,name,event,religious,Meetings of the ,
stead_ann,name,emotion,blessing of my heart,blessing of my Heart,
stead_ann,name,event,reception,received into the ,
stead_ann,name,emotion,labor powerfully on my heart,labour powerfully on my Heart,
stead_ann,name,emotion,great distress of Soul,,
stead_ann,name,event,religious,Meeting,
stead_ann,name,emotion,manifested himself to my heart,manifested Himself to my Heart,
stead_ann,name,emotion,hour of grace,Hour of grace,
stead_ann,name,emotion,joy,I was full of ,
stead_ann,name,emotion,thankfulness,Thankfulnes,
stead_ann,name,emotion,grace,grace,
stead_ann,name,emotion,depravity,Depravity,
stead_ann,name,emotion,concern,Concerns,
stead_ann,name,emotion,merciful heart,merciful Heart,
stead_ann,name,event,reception,rec,
stead_ann,name,emotion,melted my heart,melted my Heart,
stead_ann,name,event,communion,admitted to the holy Communion,
stead_ann,name,emotion,feeling my great unworthiness,feeling my great unworthiness,
stead_ann,name,emotion,diving still deeper into for heart of love,diving still deeper into for Heart of Love,
stead_ann,name,emotion,tender heart,tender Heart,
stead_ann,name,event,communion,Communion,
stead_ann,name,emotion,concern,Concern,
stead_ann,name,emotion,pained,pained,
stead_ann,name,emotion,tenderly occupied,tenderly occupied,
stead_ann,name,emotion,grace and blessing to her heart,to her Heart,
stead_ann,name,emotion,comfort and blessing,comfort &amp; Blessing,
stead_ann,name,emotion,happiness,Happiness,
stead_ann,name,event,sacrament,holy Communion,
stead_ann,name,emotion,pleased,pleased,
cannings_ann,name,event,birth" when-iso="1790-07-24,born,
cannings_ann,name,emotion,attached,attached,
cannings_ann,name,event,communion,H. Com,
cannings_ann,name,emotion,valued,vallued,
cannings_ann,name,emotion,depravity,depravity,
cannings_ann,name,event,entrance" when-iso="1811-05-04,she moved into the ,
cannings_ann,name,emotion,complained,complained,
cannings_ann,name,emotion,enjoying,enjoying,
cannings_ann,name,emotion,love,Love,
cannings_ann,name,emotion,burdened,burdened,
cannings_ann,name,emotion,grace,grace,
cannings_ann,name,emotion,remarkably blessed,remarkably blessed,
cannings_ann,name,emotion,pervaded my soul,pervaded my soul,
cannings_ann,name,emotion,complaint,complaint,
cannings_ann,name,emotion,at peace,at peace,
cannings_ann,name,emotion,grieve,grieve,
foster_mary_ann,name,event,religious,Easter day,
skelton_sarah,name,event,reception,receivd,
skelton_sarah,name,event,receptionn,recievd into the ,
skelton_sarah,name,event,reception,receivd,
skelton_sarah,name,event,communion,H: Comunion,
skelton_sarah,name,event,communnion,H: Commuion,
carr_joseph,name,event,baptism,baptized,
carr_joseph,name,event,religious,public preachings,
carr_joseph,name,occupation,apprentice,apprentice,
carr_joseph,name,occupation,shopkeeper,shopkeeper,
carr_joseph,name,event,religious,preaching,
carr_joseph,name,event,reception,received,
carr_joseph,name,event,religious,Choir ,
carr_joseph,name,event,reception,received,
carr_joseph,name,office,spectator,Spectator,
carr_joseph,name,event,communion,Comunion,
carr_joseph,name,office,labourer,Laborer,
carr_joseph,name,event,communion,Comunion,
carr_joseph,name,event,communion,Holy Comunion,
holt_sally,name,event,sacrament,Lords Supper,
holt_sally,name,event,sacrament,Sacrament,
holt_sally,name,event,sacrament,Supper Day,
taylor_crispin,name,occupation,shoemaker,Shoemaker,
taylor_crispin,name,event,marriage,married,
taylor_crispin,name,event,religious,Sermon,
taylor_crispin,name,event,reception,Requests this ,
taylor_crispin,name,event,sacrament,Sacrament,
taylor_crispin,name,event,communion,holy Communion,
taylor_crispin,name,occupation,doctor,Doctors,
taylor_crispin,name,event,sacrament,Sacrament,
taylor_crispin,name,event,communion,Communion,
hugh_john,name,event,death" when-iso="1772-05-22,Departed,
hugh_john,name,event,ecclesiastical,Childrens Meeting,
hugh_john,name,event,ecclesiastical,Service,
hugh_john,name,event,ecclesiastical,Meeting,
hugh_john,name,event,reception" when-iso="1765-05-12,received,
wood_george,name,occupation,#mlocc000013,Clothier,
wood_george,name,event,religious,Meeting,
wood_george,name,event,religious,Childrens Meetings,
wood_george,name,event,reception,rec,
wood_george,name,event,religious,Boys Meetings,
wood_george,name,event,reception" when-iso="1756-11-22,rec',
wood_george,name,event,communion" when-iso="1757-06-11,holy Communion,
wood_george,name,event,religious,Sabbath,
wood_george,name,event,communion,Communion,
sheard_benjamin,name,event,birth" when-iso="1715-11-30,born,
sheard_benjamin,name,event,baptism,Baptised,
sheard_benjamin,name,emotion,pleasures,pleasures,
sheard_benjamin,name,emotion,whole heart,Whole Heart,
sheard_benjamin,name,event,marriage" when-iso="1734-04,Married,
sheard_benjamin,name,emotion,distress,Distress,
sheard_benjamin,name,emotion,happy,happy,
sheard_benjamin,name,emotion,condemnation in my heart,Condemnation in my heart,
sheard_benjamin,name,emotion,day of grace,day of Grace,
sheard_benjamin,name,emotion,gracious look,Gracious Look,
sheard_benjamin,name,emotion,happy feeling,happy feeling,
sheard_benjamin,name,emotion,great blessing to my heart,,
sheard_benjamin,name,emotion,happy feeling,I lost that ,
sheard_benjamin,name,emotion,dry in my heart,dry in my heart,
sheard_benjamin,name,emotion,grace,Grace,
sheard_benjamin,name,emotion,blessing for my poor heart,Blessing for my poor heart,
sheard_benjamin,name,emotion,distress,Some times I ,
sheard_benjamin,name,emotion,heart near melted with mercy and forgiveness,heart near melted with mercy &amp; forgiveness,
sheard_benjamin,name,emotion,blessed,Blessed,
sheard_benjamin,name,emotion,happy,have lived ,
sheard_benjamin,name,event,sacrament" when-iso="1750-09-19,Lords Supper,
sheard_benjamin,name,office,#mloff000015,Acoluth,
sheard_benjamin,name,office,#mloff000016,Comittee Brethren,
sheard_benjamin,name,emotion,beloved,beloved,
sheard_benjamin,name,emotion,tender heart,tender heart,
sheard_benjamin,name,emotion,troubled,troubled,
sheard_benjamin,name,emotion,cheerfully resigned,chearfully Resignd,
sheard_benjamin,name,emotion,cheerful,chearful,
sheard_benjamin,name,emotion,fear,fear,
watson_susanna,name,event,baptism,Baptizd,
watson_susanna,name,event,religious,Child,
cennick_sarah,name,event,birth,born,
cennick_sarah,name,event,baptism,baptiz'd,
cennick_sarah,name,event,religious,Evening Prayers,
cennick_sarah,name,event,reception,receiv'd,
cennick_sarah,name,event,death,fell happily asleep,
cennick_sarah,name,event,communion,Holy Communion,
cennick_sarah,name,event,arrival,arrival,
cennick_sarah,name,event,reception" when-iso="1747,received into the ,
cennick_sarah,name,event,confirmation" when-iso="1747,Confirm'd,
cennick_sarah,name,office,#mloff000012,Servants,
cennick_sarah,name,event,communion,Communion,
cennick_sarah,name,event,arrival" when-iso="1758-11-02,we came to ,
cennick_sarah,name,office,#mloff000015,I was receiv'd as ,
cennick_sarah,name,event,ecclesiastical,,
cennick_sarah,name,event,arrival" when="1760-12-21,,
cennick_sarah,name,event,arrival" when-iso="1764-12-22,arrived at ,
cennick_sarah,name,event,communion,Communion,
